cnpj_fornecedor;nome_fornecedor;cod_produto_xml;descricao_produto_xml;id_sistema_sugerido;descricao_sistema_sugerida;CONFIRMAR_ID_SISTEMA
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;68409;CX.PAPEL RMT1890 POA UND 15X15X15CM;;;
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;67479;SACOLA PAP.RMT1768 UND 26X10X32CM;;;
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;73677;CX.PAPEL RMT1891 POA UND 22X22CM;;;
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;62411;P.RETRATO HP68466 PLAST.UND 15X10CM;;;
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;68472;SACOLA P/PRES.SAC0089 UND PAP.12X7,8X36C;1035617;SACOLA P/PRES.SAC0087 UND PAP.24X12X31CM;1035617
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;73971;CHAVEIRO FJ90718 CORACAO UND 10X10CM;;;
10708209000168;PONTO G DISTRIBUIDORA LTDA ME;74013;CHAVEIRO HW79930 COR.UND 10CM;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;4384;LONA GLP BLOCKOUT BRILHO 440 3.20LG;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;643;VINIL PRO 8000 BRANCO BRILHO 1.06LG;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;644;VINIL PRO 8000 BRANCO BRILHO 1.27LG;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;851;VINIL PRO 8000 TRANSPARENTE BRILHO 1.52LG;;;
21278525000163;CENTER ACO COMERCIO VAREJISTA DE MOVEIS LTDA;1894;ARMARIO 1.70 c/03 band;;;
21278525000163;CENTER ACO COMERCIO VAREJISTA DE MOVEIS LTDA;2980;ESTANTE EM AcO 1990X900X300 CINZA REFORcADA SOFT L1;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;278002;CANETA BIC CRISTAL FINA AZUL 100X1;1004430;CANETA BIC CRISTAL FOR HER LILAS/ROSA;1004430
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;278004;CANETA BIC CRISTAL FINA PRETA 100X1;1004430;CANETA BIC CRISTAL FOR HER LILAS/ROSA;1004430
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;25558;CANETA BIC CRISTAL ORIG AZUL 50X1;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;14845;CANETA BIC CRISTAL ORIG PRETA 50X1;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;49153;PAPEL CHAMEX A4 500F;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;64001;PAPEL CHAMEX A3 MULT BRANCO 500F;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;464651;PAPEL CHAMEQUINHO A4 180G 60KG 50F;1004498;PAPEL CHAMEQUINHO A4 BRANCO 210MM X 297MM 75G;1004498
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;264628;Garrafa de Tinta Epson T664220 AL Ciano 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;1037692;GARRAFA DE TINTA EPSON 504;1037692
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;264695;Garrafa de Tinta Epson T664420 AL Amarela 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;1037692;GARRAFA DE TINTA EPSON 504;1037692
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;502235;Garrafa de Tinta HP GT53 Preta Original 1VV22AL 4.000 Paginas para HP Smart Tank 519 530 615 500 514 515 517 617 618;;;
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;476480;Switch Mercusys 8 Portas 10/100Mbps MS108;1026990;SWITCH MERCUSYS 8 PORTAS 10/100MBPS;1026990
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;567850;Teclado e Mouse Intelbras Wireless CSI50 Preto;;;
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;614131;Teclado Maxprint USB 2.0 OfficeEasy Preto;1033824;TECLADO MAXPRINT USB PRETO;1033824
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;522503;Fone de Ouvido JBL C50HI com Fio e Microfone Preto;1028184;FONE DE OUVIDO JBL C50HI PRETO;1028184
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;9105155;TINTA REFIL EPSON 504/544 YELLOW 70ML MASTERPRINT;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;704824;PAPEL A4 60KG 200FLS BRANCO GLOBINHO;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;9070743;MARCADOR Q.BRANCO CX/12UN RECARR AZ COMPACTOR;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;790042;TINTA MARC.QUADRO BRANCO 30ML CX/12 AZ COMPACTOR;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;9104141;PASTA ELAST OF FINA ECONOMIC FM DAC;;;
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;1687;WIPER SPA-0134 - MIMAKI;;;
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;1681;DAMPER DX5 MP-M006579 - MIMAKI;;;
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;149;SERVICO DE MANUTENCAO PREVENTIVA E CORRETIVA;;;
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;195;COTONETE DE LIMPEZA - MIMAKI;1030788;COTONETE DE LIMPEZA MIMAKI;1030788
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;2092;PROTETOR DE FELTRO 10CM PRETA - MR SOLUTION;;;
34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA;1964;ESTACAO DE LIMPEZA MP-M007389 - MIMAKI;;;
45141688000168;SUPER SUPPLY DISTRIBUIDORA LTDA;58657;LAPIS COR GRANDE 12 CORES WAVE REC;;;
45141688000168;SUPER SUPPLY DISTRIBUIDORA LTDA;42079;TINTA MARC QUADRO BR BRW 20ML AZUL;;;
45141688000168;SUPER SUPPLY DISTRIBUIDORA LTDA;58653;LAPIS BAZZE SEXTAVADO HB S/BORRACHA;;;
208316000173;L M Comercial Ltda;14X20+3;EMBALAGEM 14X20+3 S/ BORDA C/100 UNID;;;
208316000173;L M Comercial Ltda;6905212409709;IMP. PORTA CARTAO DE PLASTICO C/20 UNID REF:240970;;;
208316000173;L M Comercial Ltda;6905212409723;IMP. PORTA CARTAO COLORIDO C/CORDAO C/ 12 UNID REF:240972;;;
208316000173;L M Comercial Ltda;6908112311516;EMBALAGEM 15X20+3 S/ BORDA C/100 UNID REF:231155/1-3;;;
208316000173;L M Comercial Ltda;6908112311646;EMBALAGEM 7X10+3 S/ BORDA C/100 UNID REF:231168;;;
208316000173;L M Comercial Ltda;6908112311707;EMBALAGEM 9X17+3 S/ BORDA C/100 UNID REF:231174;;;
208316000173;L M Comercial Ltda;6973242542208;EMBALAGEM 9X17+3 S/ BORDA C/100 UNID;;;
208316000173;L M Comercial Ltda;6973242543571;EMBALAGEM 7X12+3 S/ BORDA C/100 UNID;;;
208316000173;L M Comercial Ltda;6973242548507;EMBALAGEM 10X13+3 S/ BORDA C/100 UNID;;;
208316000173;L M Comercial Ltda;7908507700764;EMBALAGEM 12X10+3 S/ BORDA C/100 UNID;;;
208316000173;L M Comercial Ltda;7908507700771;EMBALAGEM 12X12+3 S/BORDA C/100 UNID;;;
212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA;2638;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO P;;;
212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA;2772;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO P;;;
2093286000122;COMERCIAL PLASTCAR LTDA;1547367;CHAPAS PLASTICAS DE POLIESTIRENO, SEM;;;
2884314000120;RAFAEL & DANTAS LTDA;17636;FITA 3M SCOTCH 3777 24X50;;;
2884314000120;RAFAEL & DANTAS LTDA;17430;ESTILETE MASTERPRINT ESTREITO MP450 UN;;;
2884314000120;RAFAEL & DANTAS LTDA;5563;CLIPE ACC 5 DOURADO C/100U;;;
2884314000120;RAFAEL & DANTAS LTDA;5564;CLIPE ACC 5 EPOXI COLORIDO;1024421;CLIPE ACC 5 EPOXI COLORIDO;1024421
2884314000120;RAFAEL & DANTAS LTDA;7585;TINTA ACRILEX TEC 250ML 4125 511 VD BAND;;;
2884314000120;RAFAEL & DANTAS LTDA;7562;TINTA ACRILEX TEC 250ML 4125 528 LILAS;;;
2884314000120;RAFAEL & DANTAS LTDA;7557;TINTA ACRILEX TEC 250ML 4125 541 VM VIVO;;;
2884314000120;RAFAEL & DANTAS LTDA;3915;TINTA ACRILEX PVA 250M 3225 517 LARANJA;;;
2884314000120;RAFAEL & DANTAS LTDA;7541;TINTA ACRILEX TEC 250ML 4125 517 LARANJA;;;
2884314000120;RAFAEL & DANTAS LTDA;5004;TINTA ACRILEX TEC 37M FOS 4140 513 VD MU;;;
2884314000120;RAFAEL & DANTAS LTDA;5040;TINTA ACRILEX TEC 37M FOS 4140 507 VM FO;;;
2884314000120;RAFAEL & DANTAS LTDA;7604;MARCADOR RETRO-PROJ 1MM PILOT AZUL;;;
2884314000120;RAFAEL & DANTAS LTDA;7605;MARCADOR RETRO-PROJ 1MM PILOT PRETO;;;
2884314000120;RAFAEL & DANTAS LTDA;8101;VISOR E ETIQUETA DELLO BR C/50 0116.E;;;
2884314000120;RAFAEL & DANTAS LTDA;53855;BOBINA THEGA DML 79X40 TERMICA AM LISA;;;
2884314000120;RAFAEL & DANTAS LTDA;53750;BOBINA THEGA DML 57X15 TERMICA AM LISA;1032695;BOBINA THEGA DML 57X15 TERMICA AMARELA LISA;1032695
2884314000120;RAFAEL & DANTAS LTDA;4684;REGUA ACRIMET 20CM REF 512;;;
2884314000120;RAFAEL & DANTAS LTDA;57494;ESTILETE YINS PAPER LARGO SORT BL YP7253;;;
2884314000120;RAFAEL & DANTAS LTDA;55434;ESTILETE BAZZE LARGO MET B4019 BL 900517;;;
2884314000120;RAFAEL & DANTAS LTDA;54670;ESTILETE YINS PAPER LARGO YP7256;;;
2884314000120;RAFAEL & DANTAS LTDA;44352;CARTOLINA D.FACE RIDET 20FLS VD ESCU;;;
2884314000120;RAFAEL & DANTAS LTDA;30689;CARTOLINA D.FACE RIDET 20FLS LIL;;;
2884314000120;RAFAEL & DANTAS LTDA;37424;CARTOL D.FACE PREMIATTA 48X66 VD E 10673;;;
2884314000120;RAFAEL & DANTAS LTDA;4576;TINTA ACRILEX PVA 37ML 3240 505 AM OURO;;;
2884314000120;RAFAEL & DANTAS LTDA;51184;PASTA CANALETA A4 DELLO FUME 935.I;1010683;PASTA CANALETA A4 DELLOPLAST CRISTAL;1010683
2884314000120;RAFAEL & DANTAS LTDA;47898;PASTA CANALETA PLASCONY A4 CR PAL-00224;;;
2884314000120;RAFAEL & DANTAS LTDA;2063;FITA FIDEPLA 30X30 BRANCO;;;
2884314000120;RAFAEL & DANTAS LTDA;51570;COLA SILICONE MAKE+ ARTESAO 250ML 6014;;;
2884314000120;RAFAEL & DANTAS LTDA;5567;CLIPE ACC 8/0 CX/25U;;;
2884314000120;RAFAEL & DANTAS LTDA;5560;CLIPE ACC 4/0 CX/50U;;;
2884314000120;RAFAEL & DANTAS LTDA;5558;CLIPE ACC 3/0 50 UN;;;
2884314000120;RAFAEL & DANTAS LTDA;52273;FITA ADELBRAS 19X2 D.FACE ESPUMA BLIST;;;
2884314000120;RAFAEL & DANTAS LTDA;46352;GRAMPEADOR TILI G101 MINI AQ BL 301850;;;
2884314000120;RAFAEL & DANTAS LTDA;52274;FITA ADELBRAS 24X2 D.FACE ESPUMA BLIST;;;
2884314000120;RAFAEL & DANTAS LTDA;49011;SACO GALA 43X59 TRANSP C/50 5086-958 COR;;;
2884314000120;RAFAEL & DANTAS LTDA;37422;CARTOL D.FACE PREMIATTA 48X66 LL 10708;;;
2884314000120;RAFAEL & DANTAS LTDA;46795;SACO CROMUS 60X90 C/25 TRANS SORTIDO;;;
2884314000120;RAFAEL & DANTAS LTDA;50412;SACO SOLIDER 60X89 P/CESTA DECOR C/25;;;
2884314000120;RAFAEL & DANTAS LTDA;32946;ENV SCRITY OURO 110X170 80G C/250 SKO017;;;
2884314000120;RAFAEL & DANTAS LTDA;20133;GRAFITE BIG TREE 0.7 2B;;;
2884314000120;RAFAEL & DANTAS LTDA;263;CARTAO TILI DE PONTO MENSAL 150193;;;
2884314000120;RAFAEL & DANTAS LTDA;29939;PAPEL CREPOM RIDET MAIS CO 48X2M BR;;;
2884314000120;RAFAEL & DANTAS LTDA;55885;TINTA TEK BOND TEC 37ML MARROM;;;
2884314000120;RAFAEL & DANTAS LTDA;4591;TINTA ACRILEX PVA 37ML 3240 508 VM ESCAR;;;
2884314000120;RAFAEL & DANTAS LTDA;58655;FITA CORRETIVA ONDA 5X10MM BLIS 4513024;;;
2884314000120;RAFAEL & DANTAS LTDA;56918;CARTOLINA D.FACE REIPEL 20FLS VM;;;
2884314000120;RAFAEL & DANTAS LTDA;27595;BORRACHA EVA IBEL 40X95 ABER C/10 MARRON;;;
2884314000120;RAFAEL & DANTAS LTDA;919;BORRACHA EVA IBEL 40X95 ABER C/10 AZ BB;;;
2884314000120;RAFAEL & DANTAS LTDA;54022;BORRACHA EVA IBEL 40X95 ABER C/10 RS CLA;;;
2884314000120;RAFAEL & DANTAS LTDA;27581;BORRACHA EVA IBEL 40X95 ABER C/10 VD GR;;;
2884314000120;RAFAEL & DANTAS LTDA;29966;PAPEL SEDA RIDET C/100F ROXO;;;
2884314000120;RAFAEL & DANTAS LTDA;29978;CARTOLINA D.FACE RIDET 20FLS PRE;;;
2884314000120;RAFAEL & DANTAS LTDA;2649;GIZ ESCOLAR BRANCO DELTA CX/64 0202;1003600;GIZ ESCOLAR BRANCO DELTA C/ 64 UNIDADES 260G;1003600
2884314000120;RAFAEL & DANTAS LTDA;5759;ETIQUETA FITACREL F03 29X15MM FRISADA;;;
2884314000120;RAFAEL & DANTAS LTDA;5720;ETIQUETA FITACREL F01 20X12MM FRISADA;;;
2884314000120;RAFAEL & DANTAS LTDA;5235;ETIQUETA FITACREL F02 25X15MM FRISADA;;;
2884314000120;RAFAEL & DANTAS LTDA;39122;BORRACHA LEO&LEO BRANCA 40 4419;;;
2884314000120;RAFAEL & DANTAS LTDA;50338;BORRACHA BAZZE BASIC 40 614397;1036125;BORRACHA BAZZE BASIC 40;1036125
2884314000120;RAFAEL & DANTAS LTDA;57377;BORRACHA ONDA BRANCA 40 1411028;;;
2884314000120;RAFAEL & DANTAS LTDA;54421;BORRACHA ESC FUTURO BANCA 40 FE022201;;;
2884314000120;RAFAEL & DANTAS LTDA;51882;PAPEL 60KG F ANTONIO C/200F BRANCO;;;
3021917000241;MARIA LUCIANA FERREIRA PAULINO LTDA;CAST100019;ACRILICO ESPELHADO COR: BRONZE COM ADESIVO, TAMANHO DE 1000X2000 MM, ESPESSURA: 2 MM.;;;
3021917000241;MARIA LUCIANA FERREIRA PAULINO LTDA;CAST10005;ACRILICO ESPELHADO COR: OURO COM ADESIVO, TAMANHO DE 1000X2000 MM, ESPESSURA: 2 MM;;;
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;7236;PILHA AUDITIVA ADVANCED TAM675 CART 6 UND;1018370;PILHA AUDITIVA ADVANCED TAM13;1018370
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;16112;REGALIZ CANUDINHO 12X15G GREGO CXT;;;
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;16127;BALA SM GELATINES 70G MIX FRUTAS NATUR PCT;;;
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;26334;PASTILHA DOCILE ROLLY MINTY 16X29G FRUIT CXT;;;
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;26338;PASTILHA MINI MINTY 12X14G HORTELA CXT;;;
4522065000158;FORTALEZA DISTRIBUICAO E LOGISTICA LTDA;26956;CHICLE XCLE 200G HOTELA CXT;;;
6891147000103;GALETOS COMERCIAL LTDA;3177;BOV - CARNE MOIDA GOSTOSINHA TEMP. 500GR CX10KG;;;
6891147000103;GALETOS COMERCIAL LTDA;3466;FGO - FRANGO CONG BIP CX 18KG;;;
7158926000159;KRAUTOP VEICULOS E PECAS LTDA;24592084;MOTOR DE PARTIDA - COBALT/SPIN/ONIX;;;
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;6809;VINIL IMP GLOSS 3900 1,06X50M PERM(FI);;;
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;6665;VINIL IMP GLOSS 3900 1,27X50M PERM(FI);;;
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;7762;VINIL IMP GLOSS 3900 1,37X50M PERM(FI);;;
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;12308;VINIL IMP GLOSS GREY 3903 1,52X50M P(FI);1035558;ADESIVO VINIL IMP GLOSS GREY;1035558
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;14191;PVC EXP 03MM 1,22X2,44(ID);;;
7228042000476;ABC DISTRIBUIDORA S/A - FORTALEZA;15630;REFIL TINTA F6470 CIANO 1,6LT;;;
7272825005335;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;35795;***HD EXT  1TB TOSHIBA BASICS USB 3 0;;;
7272825005335;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;62155;***WEBCAM USB FULLHD GT PRO 2;;;
7272825005335;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;63250;***MOUSEPAD GAMER GT SPEED GRANDE;;;
7272825005335;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA;57357;***MON GAMER 24 75HZ FHD GOLDENTEC;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;60495;ENVELOPE SACO OURO TRUST 11X17 C/100UN;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;37939;PAPEL FOTO ADESIVO 130GRS A-4 C/50FLS;1021915;PAPEL FOTO ADESIVO 130GRS A-4;1021915
7342785000553;SODINE - SOC. DIST. DO NE LTDA;19118;CANETA BIC CRISTAL BOLD 1.6 C/25 UN PRET;1003340;CANETA BIC CRISTAL BOLD 1.6 AZUL;1003340
7342785000553;SODINE - SOC. DIST. DO NE LTDA;1268;PORTA CNPJ VERTICAL OFICIO 24 X 31CM;1028680;PORTA CNPJ VERTICAL - DAC;1028680
7342785000553;SODINE - SOC. DIST. DO NE LTDA;8406;CONJUNTO DESENHO ESCOLAR 2.GRAU TRANSP.;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;1014;CONJUNTO DESENHO ESCOLAR 1.GRAU TRANSP.;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;1170;SUPORTE DUREX WALEU PEQUENO PRETO;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;28916;BALAO SAO ROQUE NR.07 C/50UN LARANJA;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;1012;TRANSFERIDOR ESCOLAR 180 GRAUS C/10 UN;1004317;TRANSFERIDOR ESCOLAR 180 GRAUS WALLEU;1004317
7342785000553;SODINE - SOC. DIST. DO NE LTDA;49043;PORTA DOCUMENTO HABILITACAO FLEX;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;58850;PAPEL SEDA RIDET 48X60 C/20F OURO;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;61779;ESPETO PARA PAPEL CROMADO;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;462;ETIQUETA F03 29 X 15MM C/1.333 UN;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;39421;GRAMPEADOR 26/6 METAL 20 FLS 12CM PRETO;1003887;GRAMPEADOR 26/6 METAL G-22;1003887
7342785000553;SODINE - SOC. DIST. DO NE LTDA;3595;CONJUNTO DESENHO ESCOLAR NORMOGRAFO;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;16650;CELOFANE 85 X 100 ROLO 50 FLS CRISTAL;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;15760;MASSA MODELAR 12 CORES 120GRS DELTA;;;
7342785000553;SODINE - SOC. DIST. DO NE LTDA;2451;ESPIRAL 14 MM 085 FLS PCT 100 UN PRETO;;;
7557333000750;Aco Cearense Comercial Ltda.;206946;TELHA MT TZ 40 0,40mm ZIN 6000mm;;;
7557333000750;Aco Cearense Comercial Ltda.;206181;TELHA CUM TZ 40 0,43mm ZIN;;;
7557333000750;Aco Cearense Comercial Ltda.;204595;PERFIL ENR 3 40mm 2,65mm LQ 6000mm;;;
9445644000168;CASA BACHA SA;201031;ACETATO USAFOLIEN TRANSP. A4 0,25MM 10FL;;;
9445644000168;CASA BACHA SA;10032;BOBINA SILFER TERM BCA 57MMX22M 1V C/60U;;;
9445644000168;CASA BACHA SA;238010;CAD CADERNUS ESPIRAL 1/4       96FL 10UN;;;
9445644000168;CASA BACHA SA;185308;CAD MAXIMA CD 1/4 ESP.LINDINHA    8X96FL;;;
9445644000168;CASA BACHA SA;185309;CAD MAXIMA CD 1/4 ESP.LINDINHA   4X200FL;;;
9445644000168;CASA BACHA SA;185313;CAD MAXIMA CD 1/4 ESP.LOUISE     4X200FL;;;
9445644000168;CASA BACHA SA;185325;CAD MAXIMA CD 1/4 ESP.ROBOTS      8X96FL;;;
9445644000168;CASA BACHA SA;185322;CAD MAXIMA CD 1/4 ESP.XSPIDER    4X200FL;;;
9445644000168;CASA BACHA SA;185328;CAD MAXIMA CD 1/4 ESP.XSPORT     4X200FL;;;
9445644000168;CASA BACHA SA;99454;CORRETIVO CIS PEN GRIP CANETA 7ML   12UN;;;
9445644000168;CASA BACHA SA;12006;ELASTICO MAMUTH SUPER              C/50G;;;
9445644000168;CASA BACHA SA;35130;ELASTICO MERCUR SUPER AMAREL N.18  100UN;1037421;ELASTICO MERCUR SUPER AMARELO N.18 500PCS;1037421
9445644000168;CASA BACHA SA;35131;ELASTICO MERCUR SUPER AMAREL N.18  200UN;1037421;ELASTICO MERCUR SUPER AMARELO N.18 500PCS;1037421
9445644000168;CASA BACHA SA;386042;EVA MAKE GLITTER 40X48 PRETO      C/10UN;;;
9445644000168;CASA BACHA SA;1012;GRAMPO ACC TRILHO                 C/50UN;;;
9445644000168;CASA BACHA SA;2317;MASSA MODELAR ACRILEX SOFT 180G 12X12COR;1021177;MASSA MODELAR ACRILEX SOFT          900G;1021177
9445644000168;CASA BACHA SA;161030;PAPEL CHAMEQUINHO 40KG A4 BCO 120G  50FL;;;
9445644000168;CASA BACHA SA;354015;PAPEL CREPOM VERMELHO             C/10UN;1001035;PAPEL CREPOM VERMELHO;1001035
9445644000168;CASA BACHA SA;354065;PAPEL DUPLEX AZUL CLARO           C/20FL;;;
9445644000168;CASA BACHA SA;354056;PAPEL DUPLEX BRANCO               C/20FL;;;
9445644000168;CASA BACHA SA;354055;PAPEL DUPLEX PRETO                C/20FL;;;
9445644000168;CASA BACHA SA;354057;PAPEL DUPLEX VERMELHO             C/20FL;;;
9445644000168;CASA BACHA SA;354029;PAPEL SEDA AMARELO               C/100FL;1001049;PAPEL SEDA AMARELO;1001049
9445644000168;CASA BACHA SA;354026;PAPEL SEDA PINK                  C/100FL;;;
9445644000168;CASA BACHA SA;354025;PAPEL SEDA ROSA CLARO            C/100FL;1001060;PAPEL SEDA ROSA CLARO;1001060
9445644000168;CASA BACHA SA;5053;PINCEL COMPAC MARC PERM. REC AZUL   12UN;;;
9445644000168;CASA BACHA SA;5054;PINCEL COMPAC MARC PERM. REC PRETO  12UN;;;
9445644000168;CASA BACHA SA;5056;PINCEL COMPAC MARC PERM. REC VERM   12UN;;;
9445644000168;CASA BACHA SA;38100;PINCEL PILOT ATOMICO 1100P AZUL   C/12UN;;;
9445644000168;CASA BACHA SA;38024;PINCEL PILOT ATOMICO 1100P PRETO  C/12UN;;;
9445644000168;CASA BACHA SA;38022;PINCEL PILOT ATOMICO 1100P VERM.  C/12UN;;;
9445644000168;CASA BACHA SA;15029;SACO CROMUS P/CESTA SORT.  60X90  C/25UN;;;
9445644000168;CASA BACHA SA;2122;TINTA GUACHE ACRILEX 15ML      C/06CORES;1003042;TINTA GUACHE ACRILEX 12 CORES;1003042
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;889;VINIL FAST BRANCO BRILHO 1.27LG;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;645;VINIL PRO 8000 BRANCO BRILHO 1.37LG;;;
11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE;646;VINIL PRO 8000 BRANCO BRILHO 1.52LG;;;
23439441005582;ARMAZEM MATEUS SA - CD MARACANAU;30745;PAPEL CHAMEQUINHO A4 BRANCO 100F;1004498;PAPEL CHAMEQUINHO A4 BRANCO 210MM X 297MM 75G;1004498
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;520659;Adaptador Wireless TP Link USB Nano AC600 Archer T2U;;;
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;551783;Nobreak Intelbras Bivolt 1200VA ATTIV;1032554;NOBREAK INTELBRAS BIVOLT 600VA;1032554
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;530034;Cartucho HP 667 Preto Original 3YM79AB Para HP Deskjet 2376 2776 6476 5076 5276;1027772;CARTUCHO HP 667 PRETO;1027772
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;426253;Cartucho HP 664 Preto Original F6V29AB Para HP Deskjet 2136 2676 3776 5076 5276;1013818;CARTUCHO HP 664 PRETO;1013818
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;294152;Calculadora de Mesa Elgin 8 Digitos MV4133;1006660;CALCULADORA DE MESA C 208;1006660
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;260941;Calculadora de Mesa Elgin 12 Digitos MV 4126 Verde;1006660;CALCULADORA DE MESA C 208;1006660
24073694000589;CIL   COMERCIO DE INFORMATICA LTDA;453803;Repetidor Wireless TP Link 300Mbps WA855RE;1014099;REPETIDOR WIRELESS TP LINK TLWA850RE;1014099
29092232000107;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;916082;TESOURA ESCOLAR CX/60UN 13CM INOX CABO PRETO MASTER;;;
29092232000107;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;792591;PASTA ESCOLAR MATRICULA C/50UN VERDE PERFIL;;;
29092232000107;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;792590;PASTA ESCOLAR MATRICULA C/50UN AMARELA PERFIL;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;917015;ESPIRAL PRETO 14MM PC/100UN  85FLS COPYART;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;916082;TESOURA ESCOLAR CX/60UN 13CM INOX CABO PRETO MASTER;;;
29092232000280;TERRA DO SOL DISTRIBUIDORA DE PAPELARIA E ESCRITORIO LTDA;9132861;ENVELOPE OFICIO 114X229MM LINHO BCO 90G C/50 GPK;1000158;ENVELOPE OFICIO 114X229 BRANCO;1000158
