chave;data_emissao;cProd;xProd;uCom;qCom;vUnCom;vProd;ncm;cfop;cst;orig;cnpj_emitente;xNome_emitente
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;71797;***MEM DDR3 4GB 1600 GET BULK;UND;3;26.9565;80.87;84733042;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;71794;***MEM DDR3 8GB 1600 GET;UND;1;40.8696;40.87;84733042;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;67356;***MOUSE TCN OPTICO 1200 PT;UND;20;5.9226;118.45;84716053;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;48419;***APRESENTADOR DE SLIDES GT5;UND;2;51.0251;102.05;84716053;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;62155;***WEBCAM USB FULLHD GT PRO 2;UND;1;111.3043;111.3;85258929;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;71824;***SSD 240GB GET SATA;UND;5;117.5399;587.7;84717040;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;61144;***TEC USB BUSINESS GT COM TECLAS A LASER;UND;15;35.5353;533.03;84716052;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60044;***GARRAFA TERMICA GT 750ML PT 3;UND;3;99;297;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60080;***GARRAFA TERMICA GT 750ML AZUL CLARO 3;UND;3;99;297;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60047;***GARRAFA TERMICA GT 750ML AZUL ESCURO 3;UND;1;99;99;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63135;***GARRAFA TERMICA GT 750ML ROSA ESCURO 3;UND;3;99;297;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63127;***GARRAFA TERMICA GT 750ML LILAS 3;UND;3;99;297;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60007;***GARRAFA TERMICA GT 750ML CINZA 3;UND;3;99;297;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60002;***GARRAFA TERMICA GT 1L ROSA ESCURO 3;UND;3;129;387;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63131;***GARRAFA TERMICA GT 1L LILAS 3;UND;3;129;387;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60045;***GARRAFA TERMICA GT 1L PT 3;UND;3;129;387;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60001;***GARRAFA TERMICA GT 1L AZUL CLARO 3;UND;1;129;129;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60050;***GARRAFA TERMICA GT 500ML AZUL ESCURO 3;UND;3;79;237;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60303;***GARRAFA TERMICA GT 500ML LILAS 3;UND;3;79;237;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60005;***GARRAFA TERMICA GT 500ML CINZA 3;UND;3;79;237;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63250;***MOUSEPAD GAMER GT SPEED GRANDE;UND;3;49;147;40169990;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;31574;***MOUSE GT COLORS VERMELHO;UND;4;13.6674;54.67;84716053;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;67358;***TEC USB SLIM TCN 950 PRETO;UND;20;16.4009;328.02;84716052;5403;90;1;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60194;***GARRAFA TERMICA GT 500ML PT 3;UND;3;79;237;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63540;***GARRAFA TERMICA GT 350ML AZUL ESCURO 3;UND;3;63;189;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;63537;***GARRAFA TERMICA GT 350ML ROSA CLARO 3;UND;3;63;189;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60001;***GARRAFA TERMICA GT 1L AZUL CLARO 3;UND;2;129;258;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807272825000457550010016436711016436720;2025-08-12T18:05:09-03:00;60047;***GARRAFA TERMICA GT 750ML AZUL ESCURO 3;UND;2;99;198;96170010;5403;90;0;7272825000457;TECNO INDUSTRIA E COMERCIO DE COMPUTADORES LTDA
23250807342785000553550010003437001217195111;2025-08-04T11:48:00-03:00;2417;GIZ DE CERA KOALA 12 CORES;UN;912;2.13;1942.56;96099000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;59567;ENVELOPE SACO BCO TRUST 22X32 C/100UN;BT;4;35.005;140.02;48171000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;50439;PERFURADOR 01 FURO TIPO ALICATE;UN;5;7.71;38.55;84729040;5403;90;2;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;58829;CREPOM RIDET 48X2 PINK;RL;20;1.023;20.46;48081000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;7765;PASTA L DAC A-4 C/10 UN CRISTAL;PC;2;7.905004;15.81;39261000;5403;90;2;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;58259;PAPEL VIVALDI A-4 185G C/25FLS BRANCO;UN;1;22.04;22.04;48025810;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441731176107220;2025-08-13T15:47:00-03:00;34449;COLA SILICONE LIQUIDA TB C/60ML;TB;24;4.175833;100.22;35052000;5403;90;2;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;317;ETIQUETA J.TINTA 288.5 X 200.0 CX 100FLS;UN;5;49.2712;246.36;48219000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;1012;TRANSFERIDOR ESCOLAR 180 GRAUS C/10 UN;PC;2;9.856;19.71;90172000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;1584;GRAMPO PISTOLA ROCAMA 106/6 CX 5.000 UN;UN;24;18.4712;443.31;83052000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;24294;PRENDEDOR PAPEL 15MM PRETO CX 12 UN;BT;2;4.136;8.27;83059000;5403;90;2;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;27699;TINTA TECIDO FOSCA 37ML COR AZ CELESTE;TB;12;3.6344;43.61;32131000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;5432;TINTA TECIDO FOSCA 37ML COR PRETO;TB;12;3.6344;43.61;32131000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;49930;PASTA ELAST.PLASCONY FINA OF CRISTAL;UN;40;1.785;71.4;39261000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;52138;PAPEL ESPECIAL A4 PEROLA ROSA 180G 30FL;PC;4;28.16;112.64;48101490;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;28960;BALAO SAO ROQUE NR.07 C/50UN VD MACA;PC;23;8.2863;190.58;95030099;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003441811208164152;2025-08-14T08:53:00-03:00;52606;TINTA MARC QUADRO BR COMPACTOR 30ML PT;TB;24;6.9615;167.08;32159000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003446781165245123;2025-08-26T14:09:00-03:00;52606;TINTA MARC QUADRO BR COMPACTOR 30ML PT;TB;96;7.2072;691.89;32159000;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003446781165245123;2025-08-26T14:09:00-03:00;28909;BALAO SAO ROQUE NR.07 C/50UN CINT.DOUR;PC;18;9.636;173.45;95030099;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003447691902197122;2025-08-28T09:28:00-03:00;28911;BALAO SAO ROQUE NR.07 C/50UN VD FOLHA;PC;15;8.4746;127.12;95030099;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250807342785000553550010003447691902197122;2025-08-28T09:28:00-03:00;28956;BALAO SAO ROQUE NR.07 C/50UN LILAS BABY;PC;10;8.4746;84.75;95030099;5403;90;0;7342785000553;SODINE - SOC. DIST. DO NE LTDA
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;1475;BASTAO 7/8 (23 MM) 1.50 LG;PC;50;3.9;195;44071100;5405;90;0;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;5234;LONA GLP BLOCKOUT BRILHO 440 1.60LG;MT;50;14.4;720;39219019;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;4447;LONA GLP BLOCKOUT BRILHO 440 2.50LG;MT;50;22.5;1125;39219019;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;5235;LONA GLP BLOCKOUT FOSCO 440 1.60LG;MT;50;14.4;720;39219019;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;4385;LONA GLP BLOCKOUT FOSCO 440 2.50LG;MT;50;22.5;1125;39219019;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000141651786087764;2025-08-22T10:16:07-03:00;2783;PONTEIRA 3/4 BRANCA 19 MM;CT;6;18.793;112.76;39263000;5405;90;0;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000142811683075878;2025-08-28T13:27:47-03:00;1588;POLIESTIRENO PSAI TRILAMINADO BCO (2X1) 2.0;PL;10;83;830;39203000;5405;90;0;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000142811683075878;2025-08-28T13:27:47-03:00;4514;PVC EXPANDIDO 2MM ( 1.22 X 2.44 );PL;10;64;640;39204900;5405;90;2;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000142811683075878;2025-08-28T13:27:47-03:00;921;VINIL PRO 10000 PERMANENTE FOSCO 1.06LG;MT;50;9.68;484;39199020;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250811460665001176550110000142811683075878;2025-08-28T13:27:47-03:00;912;VINIL PRO 10000 PERMANENTE FOSCO 1.52LG;MT;50;13.88;694;39199020;5405;90;3;11460665001176;FATTU DO BRASIL COMERCIO DE MATERIAIS DE
23250812746464000120550010000002341442917362;2025-08-22T14:42:00-03:00;10160;CARTUCHO DE TONER TN 622 KONICA MINOLTA ORIGINAL 1645kg - YELLOW;UN;1;965;965;84439933;5102;102;0;12746464000120;TC COPY SOLUCOES LTDA
23250823439441005582550020003837881100645866;2025-08-14T15:18:27-03:00;464330;PAPEL CHAMEQUINHO A4 120G 40KG 50F;UN;100;8.31;831;48025610;5405;90;0;23439441005582;ARMAZEM MATEUS SA - CD MARACANAU
23250823439441005582550020003837881100645866;2025-08-14T15:18:27-03:00;464651;PAPEL CHAMEQUINHO A4 180G 60KG 50F;UN;100;9.31;931;48025810;5405;90;0;23439441005582;ARMAZEM MATEUS SA - CD MARACANAU
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;530026;Cartucho HP 667 Colorido Original 3YM78AB Para HP Deskjet 2376 2776 6476 5076 5276;UN;1;56.25;56.25;84439923;5405;60;4;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;530034;Cartucho HP 667 Preto Original 3YM79AB Para HP Deskjet 2376 2776 6476 5076 5276;UN;1;53.1;53.1;84439923;5405;60;4;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607185;Garrafa de Tinta Epson T544422 BR Amarela 7.500 Paginas para EcoTank L3150 L3250 L3160 L3260 L3560 L5190 L5290 L5590;UN;15;42.5;637.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;426245;Cartucho HP 664 Colorido Original F6V28AB Para HP Deskjet 2136 2676 3776 5076 5276;UN;1;56.25;56.25;84439923;5405;60;4;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607169;Garrafa de Tinta Epson T544222 BR Ciano 7.500 Paginas para EcoTank L3150 L3250 L3160 L3260 L3560 L5190 L5290 L5590;UN;15;42.5;637.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607177;Garrafa de Tinta Epson T544322 BR Magenta 7.500 Paginas para EcoTank L3150 L3250 L3160 L3260 L3560 L5190 L5290 L5590;UN;15;42.5;637.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;264717;Garrafa de Tinta Epson T664120 AL Preta 4.000 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;UN;10;42.5;425;32151100;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;264628;Garrafa de Tinta Epson T664220 AL Ciano 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;UN;8;42.5;340;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;264661;Garrafa de Tinta Epson T664320 AL Magenta 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;UN;8;42.5;340;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;264695;Garrafa de Tinta Epson T664420 AL Amarela 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;UN;8;42.5;340;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607118;Garrafa de Tinta Epson T504122 BR Preta 7.500 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;UN;10;49.75;497.5;32151100;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607126;Garrafa de Tinta Epson T504222 BR Ciano 6.000 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;UN;10;42.55;425.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607134;Garrafa de Tinta Epson T504322 BR Magenta 6.000 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;UN;10;42.55;425.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607142;Garrafa de Tinta Epson T504422 BR Amarela 6.000 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;UN;10;42.55;425.5;32151900;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;502235;Garrafa de Tinta HP GT53 Preta Original 1VV22AL 4.000 Paginas para HP Smart Tank 519 530 615 500 514 515 517 617 618;UN;2;53.5;107;32151100;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;82775;Calculadora de Mesa Elgin 12 Digitos MV4122;UN;5;22.48;112.4;84701000;5102;;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;607151;Garrafa de Tinta Epson T544122 BR Preta 4.500 Paginas para EcoTank L3150 L3250 L3160 L3260 L3560 L5190 L5290 L5590;UN;15;42.5;637.5;32151100;5405;60;8;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;551783;Nobreak Intelbras Bivolt 1200VA ATTIV;UN;1;659;659;85044040;5405;60;4;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;437352;Garrafa de Tinta Canon GI 190Y Amarela 7.000 Paginas para G1100 G1110 G2100 G2110 G3100 G3102 G3110 G3111 G4100 G4110;UN;2;66.2;132.4;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;437336;Garrafa de Tinta Canon GI 190C Ciano 7.000 Paginas para G1100 G1110 G2100 G2110 G3100 G3102 G3110 G3111 G4100 G4110;UN;2;66.2;132.4;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;437344;Garrafa de Tinta Canon GI 190M Magenta 7.000 Paginas para G1100 G1110 G2100 G2110 G3100 G3102 G3110 G3111 G4100 G4110;UN;2;66.2;132.4;32151900;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250824073694000589550000007049701001767555;2025-08-12T11:17:19-03:00;437328;Garrafa de Tinta Canon GI 190BK Preta 6.000 Paginas para G1100 G1110 G2100 G2110 G3100 G3102 G3110 G3111 G4100 G4110;UN;2;66.2;132.4;32151100;5405;60;2;24073694000589;CIL   COMERCIO DE INFORMATICA LTDA
23250834409582000186550010000036751605937825;2025-08-27T15:17:45-03:00;207;TINTA DIAMOND D10 NUBIS MAGENTA 1L (BAG) - NUTEC;UN;1;556.82;556.82;32151900;5102;;1;34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA
23250834409582000186550010000036751605937825;2025-08-27T15:17:45-03:00;188;TINTA DIAMOND D10 NUBIS YELLOW 1L (BAG) - NUTEC;UN;1;556.82;556.82;32151900;5102;;1;34409582000186;MR SOLUCOES EM COMUNICACAO VISUAL LTDA
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;86729;DESINF.GUARANI HERBAL;UND9;6;5.5;33;38089419;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;86728;DESINF.GUARANI LAVANDA;UND9;6;5.5;33;38089419;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;66487;AMAC.ROUPA SONHO LAVANDA;UND9;1;23.9;23.9;38099190;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;89180;LAVA ROUPA LIQ.MON BIJOU AZUL;UND9;1;33.99;33.99;34025000;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;91490;DESINF.GUARANI VIOLETA;UND9;6;5.5;33;38089419;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;59583;AZEITE OLIVA O-LIVE E.VIRGEM VDO;UND9;1;34.9;34.9;15092000;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;7081;AZEITE OLIVA GALLO VDO.;VDO9;1;39.9;39.9;15099090;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;81742;CAFE 3CORACOES SOL.LIOFILIZADO VDO;UND9;2;21.9;43.8;21011110;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;94626;DESOD.SECAR AERO CHARM ALECRIM;UND9;11;12.9;141.9;33074900;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;94627;DESOD.SECAR AERO CHARM LAVANDA;UND9;1;13.9;13.9;33074900;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;94628;DESOD.SECAR AERO CHARM ROSAS;UND9;6;12.9;77.4;33074900;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;61669;DESOD.SECAR AERO BAMBOO;UND9;6;12.9;77.4;33074900;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;84310;DESINF.ALCOOL GEL ZULU 70INPM;UND9;15;9.9;148.5;38089419;5405;60;0;75315333014401;ATACADAO S.A.
23250875315333014401550010003147141756893862;2025-08-20T17:55:11-03:00;86291;DET.LIQ.ABSOLUTO NEUTRO;CXA1;4;29.8;119.2;34025000;5405;60;0;75315333014401;ATACADAO S.A.
23250900212872000113550030001116371128148083;2025-09-24T13:40:39-03:00;2639;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO M;UN;3;42.8;128.4;61052000;5101;;0;212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA
23250900212872000113550030001116371128148083;2025-09-24T13:40:39-03:00;2640;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO G;UN;2;42.8;85.6;61052000;5101;;0;212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA
23250900212872000113550030001116371128148083;2025-09-24T13:40:39-03:00;2673;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV AZUL MARINHO GG;UN;1;42.8;42.8;61052000;5101;;0;212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA
23250900212872000113550030001116371128148083;2025-09-24T13:40:39-03:00;2769;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV BRANCO G;UN;2;39.6;79.2;61062000;5101;;0;212872000113;ASA SUL INDUSTRIA E COMERCIO DE MALHAS LTDA
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;35722;Folha Borracha EVA IBEL, 40x95  Branco - A - 10;UN;10;25.99;259.9;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;37563;Folha Borracha EVA IBEL, 40x95  Rosa Claro - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;35724;Folha Borracha EVA IBEL, 40x95  Rosa - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;37567;Folha Borracha EVA IBEL, 40x95  Rosa Fluor - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;37570;Folha Borracha EVA IBEL, 40x95  Azul Ultramar - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;35728;Folha Borracha EVA IBEL, 40x95  Azul - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
23250901632154000169550000000618811705576910;2025-09-22T16:22:18-03:00;37571;Folha Borracha EVA IBEL, 40x95  Azul Celeste - A - 10;UN;3;25.99;77.97;40021911;5101;;0;1632154000169;IBEL IND DE BORRACHA EVA LTDA -MATRIZ
