key;cEAN;cProd;xProd;maxPrice
7909107791763;7909107791763;15057;SACO CROMUS TRANSP.INCOLOR 15X22    50UN;4.89
7909107791848;7909107791848;15061;SACO CROMUS TRANSP.INCOLOR 30X44    50UN;17.73
7897027205463;7897027205463;62017;PORTA C.G.C ACP VERTICAL     306  C/10UN;44.57
7898659150794;7898659150794;915373;APAGADOR Q.BRANCO MAGNETICO AZUL OAPGAZX MASTER;3.48
7898659152842;7898659152842;917554;MASSA DE MODELAR 12 CORES 180G SOFT MASTER;2.8
7895110180413;7895110180413;912370;PAPEL MADEIRA 66X96 KRAFT 80G/M2 PC/100FLS JANDAIA;58.49
7897256248453;7897256248453;9095951;APONTADOR DEP  CX/24UN 4CM RETANG BLOCO 40 LEOELEO;16.27
1521;;1521;CANECA BRANCA CERAMICA LIVE 319;10.9
2723;;2723;CAIXA CANECA TEMA ESPECIAL;1.1
7899563910139;7899563910139;20966;CB FLEX 1KV 02X006,00MM PT;14.21
7891634048918;7891634048918;60136;PASTA ESCOLAR MATRICULA AMARELA;0.6981
60137;;60137;PASTA ESCOLAR MATRICULA VERDE;0.6981
7898382361450;7898382361450;712673;CLAMATEX TOALHA BANHO ATENAS 75X1.45 CM 0581;18.3
7897294400158;7897294400158;657471;WALEU REGUA DE 15CM CRISTAL C/25 10270001;13.18
7897294413387;7897294413387;709901;WALEU REGUA DE 30CM NEW LINE LILAS PASTEL 10270097;1.71
7899806992564;7899806992564;751821;YINS PAPER REGUA PLASTICA FLEXIVEL 30CM SORTIDO YP7406;3.64
7899806989502;7899806989502;766666;YINS PAPER KIT GEOMETRICO TRANSPARENTE REGUA 30CM/ESQUADRO 4;5.24
7896013401827;7896013401827;56065;DESOD.SECAR AERO LAVANDA;14.9
7896013404682;7896013404682;94627;DESOD.SECAR AERO CHARM LAVANDA;13.9
7896013401834;7896013401834;56056;DESOD.SECAR AERO FLORAL;13.9
7896013401841;7896013401841;56066;DESOD.SECAR AERO KIDS;14.9
7896013404705;7896013404705;94628;DESOD.SECAR AERO CHARM ROSAS;13.9
7898089080500;7898089080500;45268;HF.OVO PVC CAIPIRA;18.99
7894900701326;7894900701326;76424;REF.COCA COLA ZERO PACK BARCODE;19.9
7899674036230;7899674036230;81802;INSET.PROINSET AERO M.I.;9.9
7898387120380;7898387120380;95201;LEITE L.VIDA NATVILLE INTEGRAL C/T;4.9
7898366932942;7898366932942;82373;MUNGUZA VITAMILHO CANJICA AMARELA;2.99
7896116900784;7896116900784;46504;MILHO PIPOCA KICALDO;2.29
7898080640413;7898080640413;22337;LEITE COND.ITALAC SEMIDESN.TP;6.29
7896259424116;7896259424116;90269;MISTURA LEITE CULINARIA EMBARE;2.09
7896044995722;7896044995722;65497;DES.GIOVANNA BABY ROLL-ON B.VANILLA;7.69
7896090704507;7896090704507;84310;DESINF.ALCOOL GEL ZULU 70INPM;10.9
7891242457317;7891242457317;63238;LIMP.UAU PERF.LAVANDA L1000P800;7.99
7500435113823;7500435113823;62620;ESC.DENTAL ORAL-B INDICATOR COLOR;20.9
7509546673042;7509546673042;83790;ESC.DENTAL COLGATE ZIG ZAG CARVAO;11.9
262;;262;BIJ. BICO DE PATO DE METAL SORTIDO;5
271;;271;IMP. CORDAO P/CELULAR LISO C/12 UNID REF:240973;8
670;;670;BIJ. BICO DE PATO C/ 12 UNID ITALY S;3
6908112315323;;6908112315323;PRES. LACO FACIL 10 UNID 1.6X33CM VERMELHO REF:231556;1.5
6908112315385;;6908112315385;PRES. LACO FACIL 10 UNID 1.6X33CM AZUL ESCURO REF:231562;1.5
6908112315439;;6908112315439;PRES. LACO FACIL 10 UNID 2X39CM VERMELHO REF:231567;2
6908112315477;;6908112315477;PRES. LACO FACIL 10 UNID 2X39CM PRATA REF:231571;2
6908112315521;;6908112315521;PRES. LACO FACIL 10 UNID 2X39CM VERDE REF:231576;2
6908112315729;;6908112315729;PRES. LACO FACIL 10 UNID 4.5x68CM ROXO REF:231596;4.5
6908112315743;;6908112315743;PRES. LACO FACIL 10 UNID 4.5X68CM VERDE REF:231598;4.5
6908112315774;;6908112315774;PRES. LACO FACIL 10 UNID 2.6X46CM DETALHE PRATA REF:231601;5
6908112315798;;6908112315798;PRES. LACO FACIL 10 UNID 2.6X46CM DETALHE DOURADO REF:231603;5
6908112315828;;6908112315828;PRES. LACO FACIL 10 UNID 2.6X46CM BRILHO DOURADO REF:231606;5
6908112315835;;6908112315835;PRES. LACO FACIL 10 UNID 2.6X46CM BRILHO PRATA REF:231607;5
6908112315842;;6908112315842;PRES. LACO FACIL 10 UNID 2.6X46CM BRILHO CORACAO DOURADO;5
6908112315859;;6908112315859;PRES. LACO FACIL 10 UNID 2.6X46CM BRILHO CORACAO PRATA;5
6908112315897;;6908112315897;PRES. LACO FACIL 10 UNID 3X46CM DOURADO REF:231613;7
6908112317334;;6908112317334;BIJ. LIGA MEIA DECORADA C/ 72 UNID REF:231761;7.2
6927012509878;;6927012509878;BIJ. PIRANHA C/ 12 UNID MD NUDE REF:250987;18
6908112315712;;6908112315712;PRES. LACO FACIL 10 UNID 4.5X68CM AZUL ESCURO REF:231595;4.5
7895500616522;;7895500616522;ME. CADERNO DE COLORIR C/96DESENHOS REF:A5-MJ6165-2A;20
9786526122112;;9786526122112;ME. LIVRO DE COLORIR CUTE E COZY C/96 PAGINAS;20
9786526123614;;9786526123614;ME. LIVRO DE COLORIR CUTE VIBES C/96 PAGINAS;20
2663;;2663;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV AZUL ROYAL M;42.8
2664;;2664;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV AZUL ROYAL G;42.8
2768;;2768;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV BRANCO M;39.6
2696;;2696;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV VERDE MUSGO G;42.8
2774;;2774;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO G;39.6
2789;;2789;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV AZUL ROYAL G;39.6
6274;;6274;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV CINZA GG;39.6
7909107701243;7909107701243;48016;SACOLA CROMUS 32X26,5X13CM G KRAFT;1.83
7891153097879;7891153097879;47882;CANETA CORRETIVA ACRILEX ESC 5ML 1535;2.1
7898542316153;7898542316153;43641;CARTOL D.FACE PREMIATTA 48X66 BR 10701;0.85
56502;;56502;T.N.T 100X140 JC DECOR PRETO;1.09
7891191001135;7891191001135;5216;PAPEL ESCOLAR SENNINHA C/100 FLS AMARELO;6.2127
7897237371736;7897237371736;51114;PASTA CATALAGO DAC 50S FINO A4 1090PT;13.32
7897838501877;7897838501877;39741;BARBANTE SOBERANO ESP 300MT 8-PL;11.35
7896326942734;7896326942734;1219;CANETA CORRETIVA CIS PEN GRIP 7ML;7.27
38762;;38762;TINTA P/CARIMBO SUPER RADEX 40ML AUTO PT;5.8
7891634250304;7891634250304;43855;PAPEL USAPEL VERGE 180G 50F PALHA 25030;15.3
7891153162409;7891153162409;4629;COLA PERMANENTE ACRILEX 37G 16240;5.26
7896292211704;7896292211704;22367;PRANCHETA ACRIMET DURATEX A4 117;5.51
70330198722;70330198722;33701;CANETA BIC CRISTAL FINA AZ C/100 902452;0.56
7896572029609;7896572029609;1987001;ESFEROGRAFICA ECONOMIC -CX/100 AZUL;32.49
3086123263987;3086123263987;43086;MARCADOR PERMAN BIC AZUL 904385;2.64
7897424080786;7897424080786;3819;PINCEL ATOMICO PILOT 1100 VERMELHO;3.76
7897424080755;7897424080755;3818;PINCEL ATOMICO PILOT 1100 AZUL;3.76
7896009728013;7896009728013;7059;PILHA ALCALINA PQ AA CART C/2 UND CAR 2 UND;8.87
7896009724015;7896009724015;7060;PILHA ALCALINA PAL AAA CART C/2UND CAR 2 UND;11.41
7899555690674;7899555690674;71797;***MEM DDR3 4GB 1600 BULK GET;99
7899555690643;7899555690643;71794;***MEM DDR3 8GB 1600 GET;139
7899555689890;7899555689890;67356;***MOUSE TCN OPTICO 1200 PT;7
7899555659589;7899555659589;48419;***APRESENTADOR DE SLIDES GT5;51.0251
7899555690742;7899555690742;71824;***SSD 240GB SATA GET;259
7899555687421;7899555687421;60080;***GARRAFA TERMICA GT 750ML AZUL CLARO 3;99
7899555687322;7899555687322;60007;***GARRAFA TERMICA GT 750ML CINZA 3;99
7899555687285;7899555687285;60002;***GARRAFA TERMICA GT 1L ROSA ESCURO 3;129
7899555688206;7899555688206;63131;***GARRAFA TERMICA GT 1L LILAS 3;129
7899555687353;7899555687353;60045;***GARRAFA TERMICA GT 1L PT 3;129
7899555687278;7899555687278;60001;***GARRAFA TERMICA GT 1L AZUL CLARO 3;129
7899555622293;7899555622293;31574;***MOUSE GT COLORS VERMELHO;13.6674
7899555687490;7899555687490;60194;***GARRAFA TERMICA GT 500ML PT 3;79
7893095432664;7893095432664;59567;ENVELOPE SACO BCO TRUST 22X32 C/100UN;35.005
7898613213039;7898613213039;50439;PERFURADOR 01 FURO TIPO ALICATE;7.71
7898738760630;7898738760630;58829;CREPOM RIDET 48X2 PINK;1.023
7897237310421;7897237310421;7765;PASTA L DAC A-4 C/10 UN CRISTAL;7.905004
7896931866180;7896931866180;58259;PAPEL VIVALDI A-4 185G C/25FLS BRANCO;22.04
7897256243144;7897256243144;34449;COLA SILICONE LIQUIDA TB C/60ML;4.175833
7897690100430;7897690100430;317;ETIQUETA J.TINTA 288.5 X 200.0 CX 100FLS;49.2712
7896326910658;7896326910658;24294;PRENDEDOR PAPEL 15MM PRETO CX 12 UN;4.136
7891153041247;7891153041247;27699;TINTA TECIDO FOSCA 37ML COR AZ CELESTE;3.6344
7896243104321;7896243104321;28911;BALAO SAO ROQUE NR.07 C/50UN VD FOLHA;8.4746
7896243104499;7896243104499;23005;BALAO SAO ROQUE 7 LISO LILAS SOFT BABY;8.52
1475;;1475;BASTAO 7/8 (23 MM) 1.50 LG;3.9
5234;;5234;LONA GLP BLOCKOUT BRILHO 440 1.60LG;14.4
4447;;4447;LONA GLP BLOCKOUT BRILHO 440 2.50LG;22.5
5235;;5235;LONA GLP BLOCKOUT FOSCO 440 1.60LG;14.4
4385;;4385;LONA GLP BLOCKOUT FOSCO 440 2.50LG;22.5
2783;;2783;PONTEIRA 3/4 BRANCA 19 MM;18.793
4514;;4514;PVC EXPANDIDO 2MM ( 1.22 X 2.44 );64
921;;921;VINIL PRO 10000 PERMANENTE FOSCO 1.06LG;9.68
912;;912;VINIL PRO 10000 PERMANENTE FOSCO 1.52LG;13.88
2055609218606;2055609218606;10160;CARTUCHO DE TONER TN 622 KONICA MINOLTA ORIGINAL 1645kg - YELLOW;965
889296597131;889296597131;426245;Cartucho HP 664 Colorido Original F6V28AB Para HP Deskjet 2136 2676 3776 5076 5276;74.72
10343885318;10343885318;264661;Garrafa de Tinta Epson T664320 AL Magenta 6.500 Paginas para EcoTank L365 L455 L375 L120 L495 L380 L575 L565 L110 L475;42.5
10343988514;10343988514;607134;Garrafa de Tinta Epson T504322 BR Magenta 6.000 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;45.01
10343988521;10343988521;607142;Garrafa de Tinta Epson T504422 BR Amarela 6.000 Paginas para EcoTank L4150 L4160 L4260 L6161 L6171 L6191 L6270 L14150;45.01
7897274410061;7897274410061;86729;DESINF.GUARANI HERBAL;5.5
7897274410078;7897274410078;86728;DESINF.GUARANI LAVANDA;5.5
7896013106623;7896013106623;66487;AMAC.ROUPA SONHO LAVANDA;23.9
7891022867404;7891022867404;89180;LAVA ROUPA LIQ.MON BIJOU AZUL;33.99
7897274411426;7897274411426;91490;DESINF.GUARANI VIOLETA;5.5
7804622380167;7804622380167;59583;AZEITE OLIVA O-LIVE E.VIRGEM VDO;34.9
5601252106103;5601252106103;7081;AZEITE OLIVA GALLO VDO.;39.9
7896005807668;7896005807668;81742;CAFE 3CORACOES SOL.LIOFILIZADO VDO;21.9
7896013404699;7896013404699;94626;DESOD.SECAR AERO CHARM ALECRIM;14.9
7896013401872;7896013401872;61669;DESOD.SECAR AERO BAMBOO;14.9
17897274416404;17897274416404;86291;DET.LIQ.ABSOLUTO NEUTRO;29.8
2639;;2639;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV PRETO M;42.8
7899021344391;7899021344391;35724;Folha Borracha EVA IBEL, 40x95  Rosa - A - 10;25.99
7899021362517;7899021362517;37567;Folha Borracha EVA IBEL, 40x95  Rosa Fluor - A - 10;25.99
7899021362548;7899021362548;37570;Folha Borracha EVA IBEL, 40x95  Azul Ultramar - A - 10;25.99
7899021362555;7899021362555;37571;Folha Borracha EVA IBEL, 40x95  Azul Celeste - A - 10;25.99
7899021344445;7899021344445;60620;EVA IBEL 40 X 95 C/10 UN AZUL MARINHO;30.7581
7899021344469;7899021344469;35731;Folha Borracha EVA IBEL, 40x95  , Verde Limao - A - 10;25.99
7899021362579;7899021362579;37574;Folha Borracha EVA IBEL, 40x95  Verde Floresta - A - 10;25.99
7899021362586;7899021362586;37573;Folha Borracha EVA IBEL, 40x95  Verde Folha - A - 10;25.99
7899021345763;7899021345763;35735;Folha Borracha EVA IBEL, 40x95  Verde Exerc. - A - 10;25.99
7899021362609;7899021362609;37576;Folha Borracha EVA IBEL, 40x95  Verde Musgo - A - 10;25.99
7899021362647;7899021362647;37580;Folha Borracha EVA IBEL, 40x95  Amarelo Ouro - A - 10;25.99
7899021344551;7899021344551;35741;Folha Borracha EVA IBEL, 40x95 Cenoura - A - 10;25.99
7899021344575;7899021344575;35743;Folha Borracha EVA IBEL, 40x95  Verm. Carmim - A - 10;25.99
7899021344605;7899021344605;35746;Folha Borracha EVA IBEL, 40x95  Camurca - A - 10;25.99
7899021344612;7899021344612;35747;Folha Borracha EVA IBEL, 40x95  Marfim - A - 10;25.99
7899021344643;7899021344643;35750;Folha Borracha EVA IBEL, 40x95  Areia - A - 10;25.99
7899021344650;7899021344650;35751;Folha Borracha EVA IBEL, 40x95  Pele - A - 10;25.99
7899021344667;7899021344667;35752;Folha Borracha EVA IBEL, 40x95  Pessego - A - 10;25.99
7899021384267;7899021384267;45733;Folha  Borracha EVA IBEL, 40x48,  8,0mm Preto A-5;36.95
7899021368182;7899021368182;39738;Folha Borracha EVA IBEL, 40x48, Laranja Neon G esp. Ref-133;25.7
7899021368199;7899021368199;39739;Folha Borracha EVA IBEL, 40x48, Rosa Neon G esp. Ref-134;25.7
7899021368274;7899021368274;39747;Folha Borracha EVA IBEL, 40x48, Lilas BB G-esp. Ref-142;25.7
7899021368267;7899021368267;39746;Folha Borracha EVA IBEL, 40x48, Azul BB G esp. Ref-141;25.7
7899021374084;7899021374084;49470;7899021374084 Folha Borracha EVA IBEL, 40x48, Prata G- esp. Ref-218;25.7
7899021350378;7899021350378;49485;7899021350378 Folha Borracha EVA IBEL, 40x48, Vermelho G- esp. Ref-292;25.7
7899021350439;7899021350439;49491;7899021350439 Folha Borracha EVA IBEL, 40x48, Marrom G- esp. Ref-298;25.7
7898472263367;7898472263367;34831;FITA TEK BOND 48X15 DEMARCACAO AMARELA;18.07
7897294404071;7897294404071;8511;PRANCHETA TRANSP OF PREND.METAL CRISTAL;13.3231
7891040118809;7891040118809;17456;FITA PVC 3M 5802 45X45 SCOTCH TRANSPAREN;4.72
7898432536951;7898432536951;29938;PAPEL CREPOM RIDET MAIS CO 48X2M PT;0.99
7897254101347;7897254101347;10747;TINTA P/CARIMBO SUPER RADEX 40ML PRETO;2.92
7891634250281;7891634250281;44954;PAPEL USAPEL VERGE 180G 50F CINZA 25028;15.3
7897027202295;7897027202295;4308;PORTA DOCUMENTO ACP P/CPF P-6 65X90 C/50;9.95
7898738760845;7898738760845;29946;PAPEL CREPOM RIDET MAIS CO 48X2M V B;0.99
7898738760722;7898738760722;29949;PAPEL CREPOM RIDET MAIS CO 48X2M RX;0.99
7899320388584;7899320388584;49045;FITA ADESIV EURO 45X100 PP33 TRANSPARENT;9.26
1803;;1803;CORRETIVO TOQUE MAGICO 10478;2.93
7896342410736;7896342410736;2100;ELASTICO MERCUR N18 200PC SUPER AM 0373;8.59
30454;;30454;T.N.T 100X140 SANTA FE PRETO;1.24
30450;;30450;T.N.T 100X140 SANTA FE AZUL ANIL;1.24
30439;;30439;T.N.T 100X140 SANTA FE AMARELO;1.24
46221;;46221;ARQ MORTO FRAMA COMP PAPELAO OND 473-163;3.47
7891055939895;7891055939895;16772;PINCEL CONDOR 474 N.06 ESCOLAR;1.51
7899389008270;7899389008270;16771;PINCEL CONDOR 474 N.04 ESCOLAR;1.43
7897834414539;7897834414539;20915;FITA FIDEPLA 20X30 LILAS CLARO;5.76
7891055939994;7891055939994;16773;PINCEL CONDOR 474 N.08 ESCOLAR;1.64
7897764100069;7897764100069;5717;COLA FORTFIX ISOPOR 90G;3.95
9900003232389;9900003232389;AVAR.0003;ACRILICO CRISTAL AVARIA ACX 000 2M X 1M X 3MM;246.02
9900003232570;9900003232570;AVAR.0002;ACRILICO CRISTAL AVARIA ACX 000 2M X 1M X 2,4MM;196.81
9900000256975;9900000256975;PVC3;PVC EXPANDIDO. ESPESSURA: 3MM, DIMENSOES: 1220MM X 2440MM, COR: BRANCA. NAO ALVEOLAR;89.29
9900003233553;9900003233553;AVAR.2770;ACRILICO AZUL AVARIA ACX 6200 2M X 1M X 3MM;307.53
21420;;21420;PLACA PS BRANCO 2000;77
15031;;15031;LAMINA PLASTICO 3,2M 280GSM WHITE/BLACK GLOSSY;15.96
3531;;3531;SUI - COPA LOMBO SOBREPALETA SADIA CX + - 16KG;22.99
1506;;1506;BOV - BIFE DO VAZIO LKJ CONG CX +- 25 KG;31.99
3580;;3580;FGO - COXA C/SOBRE AVE NOVA IND CX 20KG;9.9
3581;;3581;FGO - PEITO AVE NOVA IND CX 20 KG;13.3
3134;;3134;LING TOSC SUINA DALIA 5KG CX 10KG;19.5
13503395;;13503395;LAMPADA DA LANTERNA TRASEIRA COB/ONIX;5.59
24583134;;24583134;POLIA REGULADORA DA CORREIA - ONIX/SPIN;129.33
24590700;;24590700;CORREIA DOS ACESSORIOS - SPIN 2021;420.34
2.6;;2.6;LIMPA TBI;80.75
90531677;;90531677;CORREIA DENTADA COR/CEL/VEC;147.65
93353848;;93353848;TENSIONADOR CORREIA DENTADA - CO/CE/AS;257.05
93373723;;93373723;PARAFUSO DO TENSIONADOR - CEL/COR;17.28
2.3;;2.3;FLUIDO LIMPEZA SISTEMA INJECAO DIESEL;102.6
F8552923;;F8552923;OLEO SINTETICO PARA MOTOR DIESEL 5W-30 SN DEXOS2;98.83
12636838;;12636838;ELEMENTO DO FILTRO DE OLEO - N/S10;133.23
10610;;10610;REFIL TINTA F6370 AMARELO 1,1 LT;487.7
15960;;15960;CHAPA ACRIL CRISTAL 100X200 2,5MM (ID);236.9
17027;;17027;LONA 440G 2,50MX50M GLOSS F.PRETO(ID);968.11
9230;;9230;VINIL IMP GLOSS 3900 1,27X50M PERM(FI);635
15541;;15541;KRAFT 080 NAT 076X112 AMBIK;165.51
7899555690575;7899555690575;71841;***PLACA S1151 H310M DDR4 M2 GET;299
7899555688848;7899555688848;64525;***MOUSE S FIO GT COMFORT 2 PT;25
7899555688381;7899555688381;63407;***MOUSE GAMER GT ORION;99
7899555690728;7899555690728;71822;***SSD 120GB SATA GET;157
7898554607331;7898554607331;62949;***FONTE GAMER 500W ATX CRUSADER FORTREK;133
7898685645172;7898685645172;55024;LIVRO PONTO 04 ASS.SIDGRAPH OF C/100 FLS;21.692
7898685645011;7898685645011;55022;LIVRO ATA SIDGRAPH C/100FLS NUMERADAS;11.4312
7894494753206;7894494753206;58437;CAD.DESENHO FLEX 96FLS T.BETINHO M.P;6.864
7899389001516;7899389001516;4357;PINCEL ESCOLAR 473 N.10 REDONDO CABO VM;1.677
7899389001486;7899389001486;4355;PINCEL ESCOLAR 473 N.06 REDONDO CABO VM;1.4688
7891055034798;7891055034798;4354;PINCEL ESCOLAR 473 N.04 REDONDO CABO VM;1.892
7898504391723;7898504391723;40015;ARQUIVO MORTO POLIONDA ECONOMICO VERDE;4.224
7898687950144;7898687950144;10033;BOBINA SILFER TERM BCA 80X40 44G 1V 30UN;99.99
7899613306387;7899613306387;15012;SACO CROMUS LICENC. SORT.  30X44  C/40UN;39.99
7899233356151;7899233356151;15167;SACO CROMUS LICENC. SORT.  45X59  C/25UN;44.97
7901036703589;7901036703589;15009;SACO CROMUS SORTIDO 30X44         C/50UN;36.22
7901036701233;7901036701233;15169;SACO CROMUS SORTIDO 45X59         C/25UN;38.98
7909107791824;7909107791824;15060;SACO CROMUS TRANSP.INCOLOR 25X37    50UN;12.37
7899613364042;7899613364042;15312;SACOLA CROMUS CASUAL/MASC SORT GDE  10UN;47.68
7899613364073;7899613364073;15309;SACOLA CROMUS ROM/FEM SORT GRANDE   10UN;47.68
2043247231408;2043247231408;10107;CARTUCHO DE TONER TN 622 KONICA MINOLTA  ORIGINAL 1645kg - MAGENTA;933.41
789122504435;789122504435;372705;BANDEIRA BRASIL POLIESTER 90X150CM CP016;17.59
7898549375856;7898549375856;369594;BRASIL BANDEIRA C/ HASTE FBA0211;3.19
7908728328365;7908728328365;407587;LIP GLOSS OURO 18K MANU FONTELES MF 028;11.19
413161;;413161;POTE C/ELASTICO P/CABELO 1212903;7.19
746775036720;746775036720;400852;JOGO DE CARTAS UNO ORIGINAL 058281;26.39
7898544552061;7898544552061;476528;Repetidor Mercusys Wireless 300Mbps MW300RE;106.81
7896586820582;7896586820582;581372;Nobreak SMS Bivolt 600VA Tech;335
7897020630637;7897020630637;445959;Estabilizador SMS Bivolt 500VA Revolution Speedy NG;288.9
7898544553471;7898544553471;551716;Roteador Mercusys Wireless Dual Band AC1200 MR30G Giga;194.53
97855088826;97855088826;463167;Teclado e Mouse Logitech Wireless MK220 Preto;121.35
7908623700945;7908623700945;791895;PAPEL A4 40KG 200FLS BRANCO GLOBINHO PERFIL;23.99
7898775182068;7898775182068;65377;COLA QUENTE ESCOLAR BASTAO FINO 01 KG;32.7816
7898738761316;7898738761316;58847;PAPEL SEDA RIDET 48X60 C/100F VERDE BAND;21.7312
7891027155452;7891027155452;155454;RECIBO COMERCIAL S/C PEQ 50F 7891027155452 PC/20;15.08
7898504391730;7898504391730;40016;ARQUIVO MORTO POLIONDA ECONOMICO AZUL;4.4884
7898505140023;7898505140023;15315;COPO 180ML C/100 UN BRANCO - PS;3.9107
2655;;2655;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV VERMELHO M;42.8
2656;;2656;CAMISA GOLA POLO MANGA CURTA COM PUNHO PIQUET PV VERMELHO G;42.8
2782;;2782;BABYLOOK GOLA POLO MANGA CURTA COM PUNHO PIQUET PV VERMELHO P;39.6
7890000018746;7890000018746;1874;CP - PULSEIRA DE IDENT. LASER AZUL;0.3
9068;;9068;F- [ROT] 100X30X1 GONDOLA GAP BRANCA;19
7890000018722;7890000018722;1872;CP - PULSEIRA DE IDENT. LASER BRANCO;0.25
13692;;13692;RIBBON DOURADO SR130 30X200 (RESINA);110
1546834;;1546834;CHAPAS PLASTICAS DE POLIESTIRENO, SEM SUPORTE;159
7898936833778;7898936833778;37644;TINTA FACIAL COLORMAKE FLUOR 6COR 1003;30.69
7898595460728;7898595460728;56088;TINTA COLORMAKE SORT KIDS C/6 1211;21.92
7898945391566;7898945391566;37643;TINTA FACIAL COLORMAKE GLIT C/10 2008;21.51
139953;;139953;ADITIVO P/ COMBUSTIVEL DIESEL 1LT C/ DOSADOR 0139953;150
1860;;1860;TENSOR CORREIA MOTOR 0001860;652.55
25368;;25368;CHAPAS PLAST POLIEST 1,05MX2,05M ESPE 2,40 BRANCO;219.9
32647;;32647;PELICULA DE VINIL AUTO ADESIVA PROMOCIONAL DE POLI;8.469
3591;;3591;PEX - FILE TILAPIA PACOTE 1KG LAGOPESCA CX 15KG;37.59
229716;;229716;PLACAS ROTA DE FUGA 15X30;15
190333;;190333;PLACA RISCO DE CHOQUE;10
190331;;190331;PLACAS FOTOLUMINESCENTE P EXTINTORES;10
52189838;;52189838;PLACA PROTETORA MOTOR E TRANSM. - N/S10;287.13
17271;;17271;LONA 440G 3,20MX50M MATTE F.PRETO(ID);1239.18
11236;;11236;LONA 440G 2,50MX50M GLOSS F.PRETO(ID);968.11
12280;;12280;VINIL IMP GLOSS GREY 3903 1,27X50M P(FI);685.81
12164;;12164;REFIL TINTA F6370 MAGENTA 1,1 LT (FI);487.7
17270;;17270;LONA 440G 3,20MX50M GLOSS F.PRETO(ID);1239.18
9479;;9479;VINIL IMP MATTE 3920 1,52X50M PERM(FI);760
7899555656519;7899555656519;68521;***COMP I5 2G, 4, 240, LNX*;659
7899555690100;7899555690100;68723;***MON 19 60HZ HD TCN;239
7899555691817;7899555691817;69835;***WEBCAM USB QHD GET PRO 2K;119
7899555689616;7899555689616;66449;***MON 22 60HZ HD TCN;279
7899555692081;7899555692081;72323;***TEC USB SLIM 950 2 PT TCN;18
7898738760609;7898738760609;58821;CREPOM RIDET 48X2 BRANCO;0.968
4007887001027;4007887001027;7887;BOBINA DE SACO BOLHA 1,30 X 80 METROS;95.084
46933;;46933;CARTOLINA D.FACE 48X66 AZUL CLARO;0.836
46939;;46939;CARTOLINA D.FACE 48X66 ROSA CLARO;0.836
7890000469371;7890000469371;46937;CARTOLINA D.FACE 48X66 PINK;0.836
46936;;46936;CARTOLINA D.FACE 48X66 MARROM;0.836
46934;;46934;CARTOLINA D.FACE 48X66 LARANJA;0.836
46935;;46935;CARTOLINA D.FACE 48X66 LILAS;0.836
46941;;46941;CARTOLINA D.FACE 48X66 VERDE BANDEIRA;0.8923
7891027155773;7891027155773;4549;BLOCO TILIBRA PEDIDO 1/18 - 50X01V.145X2;2.8442
64253;;64253;GLITTER ESCOLAR PCT C/12 X 03GRS SORTIDO;5.544
7899023479251;7899023479251;24581;CELOFANE 85 X 100 ROLO 50 FLS ROSA;73.964
7897780015194;7897780015194;58006;PAPEL NACARADO TRANSP.70X90 C/25 FLS;81.84
7898738761491;7898738761491;58851;PAPEL SEDA RIDET 48X60 C/20F PRATA;15.972
7898048135197;7898048135197;23568;PAPEL VELUDO VMP 40X60 25FLS VERMELHO;35.247
310019;;310019;COLA FORMICA KISAFIX GALAO 2,8KG;99.3
580050;;580050;COMP 2,20X1,60X15MM ROSA MARIA;222.11
681091;;681091;FITA DE BORDA 35MM BRANCA PROADEC;1.21
681293;;681293;FORM BRANCA TX PP 060 PERTECH 3,08X1,25M;163.63
7896303616863;7896303616863;24938;ALFINETE SEG.BLISTER NR.00-25MM C/25 UN;4.84
7896231713528;7896231713528;37778;BRASCOPLAST SEM TOLUENO 75G;6.7
7897256262084;7897256262084;390022;PISTOLA LEOARTE P/COLA FINA         4368;14.98
1473;;1473;BASTAO 5/8 (16 MM) 1.50 LG;2.4
2238;;2238;CORDA ESPECIAL P/BANNER BRANCA N.. 1 (4/1);65
4832;;4832;MASCARA DE TRANSF TRANSP 1.00 LG(IMPRIMAX) N;15.66
2795;;2795;PONTEIRA 5/8 BRANCA 16 MM;11.335
XBJZ035436;;XBJZ035436;MULTI COLOR EPSON WF C5890 A4 - XBJZ035436;7377.66
7892327537092;7892327537092;93741;SOPRANO PRENSA CABO 1/2 BSP 8MM A 12MM CINZA;3.25
7898639683175;7898639683175;95646;ROHDINA CX DE PASSAGEM 250X200X130MM CZ IP68 COMPLETA 888189;89.7
7892327521862;7892327521862;94884;SOPRANO DISJ 2P 25A SHB2 GII-C025A;30.8
7898630334670;7898630334670;91494;ANDALUZ TRILHO TDG 35MM BICR TRA 950001 (10484);12.3
